N,P,K,temperature,humidity,ph,rainfall,label,yield,fertilizer
36,58,25,28.66024187,59.3189118,8.399135957999999,36.92629678,mothbeans,33.342006440563274,Urea
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans,34.37341635596948,Urea
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans,32.420864675488794,Urea
32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,mothbeans,32.921485438598914,Urea
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans,37.89531727868843,Urea
5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,mothbeans,32.130677060181696,Urea
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans,36.86108684381925,Urea
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans,34.7453443943836,Urea
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans,35.7638735428579,Urea
38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,mothbeans,37.34243305490619,Urea
27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,mothbeans,36.10592862924014,Urea
24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,mothbeans,32.23598511775408,Urea
23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,mothbeans,30.79293560401189,Urea
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans,29.138379435972528,Urea
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans,32.775376730530496,Urea
0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,mothbeans,29.83563061211833,Urea
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans,35.994305861299445,Urea
17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,mothbeans,25.70930768443528,Urea
11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,mothbeans,26.95271038482135,Urea
22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,mothbeans,34.295266985310214,Urea
9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,mothbeans,32.69765531714603,Urea
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,mothbeans,34.03546296155709,Urea
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans,32.61666518636138,Urea
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans,31.6913307253497,Urea
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans,28.71103673232665,Urea
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,mothbeans,30.39909606005706,Urea
22,43,24,25.42517036,53.22082660000001,4.52363558,46.19374559,mothbeans,25.48596183800928,Urea
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans,34.72911472685053,Urea
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,mothbeans,35.546755010500775,Urea
17,43,22,30.06142622,45.90067655,5.498340807999999,41.0550915,mothbeans,32.72640185606131,Urea
8,45,15,28.09568993,60.98353839999999,4.61136408,33.84110759,mothbeans,30.24216195423905,Urea
7,56,23,26.33908791,40.00933429,5.545219232000001,55.50429227,mothbeans,29.59658600132628,Urea
36,57,16,28.61409059,57.14218792,8.292875733999999,57.02891698,mothbeans,39.2137709099051,Urea
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,mothbeans,30.74527216227428,Urea
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,mothbeans,29.46492568732411,Urea
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans,30.28971154018198,Urea
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans,30.90682288920093,Urea
9,49,16,30.88482722,41.36561835,7.661537347999999,55.053805,mothbeans,24.473940060714952,Urea
25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans,40.67866331118722,Urea
36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,mothbeans,32.107906231258795,Urea
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans,29.453290359784624,Urea
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,mothbeans,39.98218319880856,Urea
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,mothbeans,36.29049504297896,Urea
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,mothbeans,29.409787199078405,Urea
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans,28.707088346496285,Urea
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans,31.263703189928,Urea
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans,26.49991332508793,Urea
9,60,23,31.96987867,57.17377029,6.2760043360000015,64.25520357,mothbeans,36.4672299992564,Urea
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,mothbeans,29.585316852669933,Urea
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,mothbeans,34.226049270835404,Urea
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans,32.902608100194854,Urea
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans,32.559822985153865,Urea
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans,39.15726615398345,Urea
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans,29.03004813062397,Urea
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans,26.722189287006408,Urea
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans,24.670995646733388,Urea
21,39,20,27.06179658,52.3003173,7.388007482999999,60.74583498,mothbeans,33.75766031418619,Urea
35,57,25,27.0956288,42.26206161,8.340398059,71.12710390000002,mothbeans,39.35898984838465,Urea
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans,37.85689266199224,Urea
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,mothbeans,28.855909749839107,Urea
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans,29.3923248443677,Urea
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,mothbeans,31.74380102207882,Urea
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,mothbeans,29.75663694206597,Urea
11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,mothbeans,26.35701658484633,Urea
38,38,18,26.31051759,61.18749126,6.294130312999999,35.73403813,mothbeans,29.976466602447324,Urea
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans,26.71763267018729,Urea
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans,36.64069023618749,Urea
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,mothbeans,31.723094969633,Urea
23,58,19,24.17093241,58.25204566,5.243634848999999,59.18953429,mothbeans,34.19716806944811,Urea
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans,30.40117913206143,Urea
3,56,17,28.19912143,53.50567601,8.709291687999999,52.13580529,mothbeans,27.812672113912704,Urea
26,51,25,28.76488954,52.62741529,7.792508067999999,55.21606732,mothbeans,35.411383793478734,Urea
39,42,20,29.3499706,61.25353851,8.055908857999999,40.82840673,mothbeans,37.11663533666745,Urea
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans,35.868553031976425,Urea
24,45,19,26.85851927,48.8246387,5.9523849570000005,34.7426459,mothbeans,24.543305234840386,Urea
7,40,17,31.2123945,40.92604945,8.532078732999999,53.78769958,mothbeans,30.777687393564943,Urea
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans,29.67165267209538,Urea
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,mothbeans,30.670842145889583,Urea
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans,28.70657271928261,Urea
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,mothbeans,41.651566315204775,Urea
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,mothbeans,29.741154680428693,Urea
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans,33.83751192937508,Urea
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans,31.03482686211726,Urea
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans,26.71777533128193,Urea
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans,25.79174507508664,Urea
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,mothbeans,32.81351517595649,Urea
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,mothbeans,26.197199151927723,Urea
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans,27.960446660522944,Urea
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans,27.062750505294098,Urea
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,mothbeans,30.223330101332145,Urea
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans,31.126828253141447,Urea
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,mothbeans,25.022340009888627,Urea
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans,41.344131039560125,Urea
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,mothbeans,28.22687560132872,Urea
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans,36.86870722706027,Urea
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans,31.11857657196629,Urea
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans,21.362572703936703,Urea
16,51,21,31.01963639,49.97675220000001,3.532008668,32.81296548,mothbeans,22.96007114386479,Urea
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean,32.55103443472165,Urea
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean,28.271361930719586,Urea
36,55,20,27.01470397,84.34262707,6.635968697999999,55.296354,mungbean,35.64568635146747,Urea
10,56,16,28.17432665,81.04554836,6.828187498999998,36.35720652,mungbean,26.08682194142056,Urea
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean,31.02344878850601,Urea
9,57,24,29.89232778,89.71503316,7.165121108999998,42.99498978,mungbean,33.04254040767726,Urea
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean,36.85717362495792,Urea
31,51,25,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean,36.58567555838076,Urea
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean,29.16838213234857,Urea
21,39,20,28.14448546,82.1193047,7.064782137999999,46.75690086,mungbean,34.05357975199365,Urea
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean,31.22383760801099,Urea
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,mungbean,35.82896030119043,Urea
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,mungbean,34.45340948875908,Urea
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,mungbean,30.00063733233872,Urea
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean,35.034074142917774,Urea
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,mungbean,42.38993532281813,Urea
19,53,22,27.8640132,80.4513142,6.852884642999999,42.83053902,mungbean,28.94482588799864,Urea
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean,34.92373650992204,Urea
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,mungbean,35.18776035188061,Urea
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,mungbean,39.19795696103658,Urea
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean,28.663189233563774,Urea
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean,33.349068990517104,Urea
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean,34.98741694781382,Urea
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean,32.713445896810214,Urea
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean,39.54808646800296,Urea
34,45,21,28.18837136,82.60629652,6.2873801170000005,37.01110438,mungbean,32.96337585824772,Urea
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,mungbean,34.57653385333147,Urea
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean,41.52354575283756,Urea
32,57,22,28.6899851,87.50436797,6.769415887999999,44.56598352,mungbean,32.93657724710599,Urea
23,59,25,27.826262300000003,88.73100226,6.320768488,56.68833819,mungbean,35.8314619011402,Urea
35,41,18,28.70562673,81.59200689,6.705008503999999,59.87065439,mungbean,38.99960865494552,Urea
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,mungbean,35.568217026221994,Urea
29,36,25,28.28511547,88.4393979,7.130278657000001,48.56690235,mungbean,35.09380290920666,Urea
4,36,22,27.60887393,86.13316408,7.012740397000001,43.80041104,mungbean,28.81731136920316,Urea
10,59,22,28.60901145,86.99495766,7.1556850160000005,36.94616965,mungbean,28.39739522429776,Urea
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean,33.092336476034546,Urea
8,50,21,28.62911222,89.11480590000002,6.218923893,50.49913241,mungbean,32.85827292200024,Urea
20,40,15,29.57329479,88.07505524,7.199495367999999,45.04467075,mungbean,29.2761649570473,Urea
36,43,22,27.82684262,87.16679147,6.3898821660000005,58.37249772,mungbean,35.85615270139381,Urea
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean,30.68679005634623,Urea
11,60,23,27.33684386,88.50229102,7.033012777000001,51.09802625,mungbean,30.15428131982726,Urea
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,mungbean,33.01289166483178,Urea
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,mungbean,31.73517124181545,Urea
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,mungbean,29.283271091179145,Urea
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean,31.485769813592512,Urea
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean,31.91823861829895,Urea
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,mungbean,36.705958938290486,Urea
35,48,15,27.10818093,87.45126690000002,6.981758362000001,55.03723979,mungbean,38.99981769724489,Urea
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,mungbean,36.38193117692339,Urea
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,mungbean,32.269859660590576,Urea
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,mungbean,33.00207070122424,Urea
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,mungbean,34.26472114913548,Urea
34,47,19,27.31372793,85.44815232,6.568795403999999,53.15223123,mungbean,37.80275320030879,Urea
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean,35.99063461634331,Urea
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,mungbean,32.665017106296794,Urea
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,mungbean,28.876741647305643,Urea
2,38,18,27.53632932,89.92908171,6.619891497999999,45.48591922,mungbean,26.200171768687248,Urea
9,48,20,29.66461594,84.28187572,6.377568542000001,56.09542002,mungbean,31.39642041428635,Urea
37,49,25,29.914544300000006,85.85384444,6.415459592,41.39081525,mungbean,38.70695251361602,Urea
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean,37.10134340198911,Urea
40,58,15,29.46416042,87.60890009,6.978400282000001,43.15411472,mungbean,36.73815056027846,Urea
30,44,16,29.73013036,82.89166381,6.442335592999999,50.91511275,mungbean,39.7309491563798,Urea
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,mungbean,32.66754148336887,Urea
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,mungbean,29.545981620509945,Urea
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,mungbean,25.80949343295404,Urea
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,mungbean,32.502098557093326,Urea
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,mungbean,34.05067277694508,Urea
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,mungbean,24.365945235295555,Urea
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean,32.456693328863054,Urea
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean,25.85729102293847,Urea
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,mungbean,30.45945032754755,Urea
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean,43.513978868764255,Urea
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean,31.84522893616643,Urea
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean,30.366643389802547,Urea
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,mungbean,31.31102060289661,Urea
5,45,21,28.36291385,88.00989267,6.487124217000001,43.05130077,mungbean,34.79183056913606,Urea
22,37,20,27.62749466,86.49366929,6.605733067999999,39.26137642,mungbean,27.362571839880523,Urea
40,51,17,28.66086349,86.12194568,6.860602782000001,50.01534317,mungbean,37.18822880025741,Urea
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean,41.82092809325368,Urea
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,mungbean,39.6700816465398,Urea
38,36,21,28.02952623,84.8845732,6.5563729660000005,36.12042927,mungbean,37.0136509878928,Urea
6,37,17,28.08657178,80.35005927,6.760694227999999,38.14476781,mungbean,24.4585106811494,Urea
6,47,18,29.16174608,80.28038146,6.715276662999999,40.16545979,mungbean,25.63519909585066,Urea
24,44,17,29.8596912,80.03499648,6.666380512000001,50.66487502,mungbean,35.22558929704431,Urea
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,mungbean,39.855853473975856,Urea
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,mungbean,39.8731473593893,Urea
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,mungbean,30.640518539949,Urea
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean,28.812634184852843,Urea
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,mungbean,39.573583166719374,Urea
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,mungbean,30.91841942287523,Urea
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean,34.20158516204244,Urea
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,mungbean,33.456830444964176,Urea
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,mungbean,33.95149936009455,Urea
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,mungbean,31.464715717500805,Urea
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,mungbean,24.677779251192035,Urea
10,37,22,28.7275267,89.12760359,7.069747813999999,58.52974279,mungbean,33.58163704401633,Urea
4,44,19,27.95639663,83.52706038,6.921993877999999,43.25726752,mungbean,26.81154044310255,Urea
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,mungbean,31.902113316776123,Urea
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,mungbean,32.35654902964202,Urea
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean,35.17755969974817,Urea
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram,46.796065585065854,MOP
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,blackgram,33.584322032324266,Urea
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram,39.71974098163921,Urea
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,blackgram,41.52958059598975,Urea
44,58,18,28.03644051,65.06601664,6.814410927999999,72.49507741,blackgram,37.04041867042768,Urea
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram,45.441181384599446,MOP
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,blackgram,40.19542844954723,Urea
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram,42.431575786146354,Urea
27,64,21,32.84213012,68.68401492,7.543804222999999,73.67166182,blackgram,38.03134095808764,Urea
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,blackgram,46.5697140032393,MOP
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,blackgram,45.11287755639688,Urea
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,blackgram,46.86911225592844,MOP
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,blackgram,43.37575430385159,MOP
55,66,22,30.91219459,68.79427388,7.747775262999999,66.63830637,blackgram,44.44696823342268,MOP
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram,40.65793517317996,MOP
36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,blackgram,44.65939622287826,Urea
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,blackgram,47.07708382957729,MOP
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,blackgram,47.43491003791512,MOP
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,blackgram,37.372994019355446,Urea
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram,38.135570877586446,Urea
58,71,15,27.82592799,67.58618829999999,6.919243702,74.01229707,blackgram,50.56434731301038,MOP
25,71,24,28.49538735,60.44848407,7.187721817999999,74.91559514,blackgram,37.2722153473566,Urea
52,71,16,27.74274761,68.53997144,7.0758864720000005,71.78615328,blackgram,40.572540541467774,MOP
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,blackgram,42.83449028840059,Urea
20,60,25,27.3254209,69.09047809,6.726469087999999,61.19250859,blackgram,37.32416768249912,Urea
48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,blackgram,45.35460853503272,Urea
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram,39.30149214181289,Urea
48,62,15,25.36586097,66.6379724,7.538631462000001,65.81655892,blackgram,44.306335012898906,Urea
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,blackgram,37.48328949262745,Urea
21,63,22,25.09737391,67.72837887,6.859409487000001,74.61649888,blackgram,35.09052096170705,Urea
20,72,19,32.47648301,64.34848735,7.397190844,65.82045699999999,blackgram,34.95780219190993,Urea
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,blackgram,42.71006367566383,Urea
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram,44.879540401012,Urea
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,blackgram,43.82507395734118,MOP
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram,39.14321054273502,Urea
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,blackgram,43.19173454618108,Urea
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,blackgram,38.58230935872636,Urea
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,blackgram,47.69197612946577,MOP
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,blackgram,44.14663879660218,MOP
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,blackgram,43.85984635709907,Urea
24,80,19,29.67892453,69.0854554,6.8080417220000005,65.66436565,blackgram,40.02409695549607,Urea
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,blackgram,41.56877155584142,Urea
28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,blackgram,42.74825235526252,Urea
55,78,21,33.39438752,62.93692886,6.602888248999999,63.57445989,blackgram,46.03693775977478,MOP
50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,blackgram,41.44184901971818,MOP
34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,blackgram,46.80139369819569,Urea
20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,blackgram,36.07285618833211,Urea
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,blackgram,45.822509123389885,MOP
23,70,15,34.600824700000004,63.11296779,7.403623355,60.41790253,blackgram,41.35932924139546,Urea
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,blackgram,46.58446490863993,MOP
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,blackgram,34.77172100808363,Urea
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,blackgram,47.22918390228476,Urea
37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,blackgram,44.54916038641418,Urea
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,blackgram,39.89663541332086,Urea
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,blackgram,32.72218513278388,Urea
20,68,17,30.11873003,60.11680815,6.578714842999999,71.72980375,blackgram,40.46008349965296,Urea
43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,blackgram,44.11659156418513,Urea
44,76,22,27.26458947,68.01232937,7.775306272000001,68.91754359,blackgram,44.86623028306322,Urea
34,60,16,31.35730791,64.24992106,7.322555222999999,63.85668948,blackgram,42.37653543295958,Urea
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,blackgram,40.63754679409531,Urea
25,68,19,29.39982732,64.25510719,7.1084501210000015,67.47677295,blackgram,35.12002570897751,Urea
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram,38.110687144605485,Urea
28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,blackgram,37.559914162844656,Urea
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,blackgram,41.89464750402677,Urea
52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,blackgram,37.7944654179578,MOP
58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,blackgram,47.347459116163165,MOP
34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,blackgram,43.64475377855691,Urea
52,70,16,33.66855394,66.60416867,7.534811832999999,67.32520551,blackgram,48.32393123006749,MOP
23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,blackgram,36.60291400950908,Urea
42,58,25,27.45853567,62.90020977,6.513620917999999,69.46020927,blackgram,44.49452211892014,Urea
37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,blackgram,37.17053946275208,Urea
44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,blackgram,48.05030201839519,Urea
21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,blackgram,35.874600314119824,Urea
56,76,16,28.27265858,61.18956161,7.5131510760000015,63.29900785,blackgram,43.54091876350368,MOP
29,76,15,28.541723600000005,64.2020154,7.0256077060000015,69.68862306,blackgram,43.204462172695536,Urea
43,61,20,26.87187036,61.61367264,6.804253866,63.51822045,blackgram,36.64609972088774,Urea
55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,blackgram,40.39184796162642,MOP
44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,blackgram,42.436654710830666,Urea
29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,blackgram,40.96478910576074,Urea
47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,blackgram,43.991229278702974,Urea
40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,blackgram,44.338156639271,Urea
58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,blackgram,43.47404684487597,MOP
41,74,18,28.75751783,61.02701476,6.599147297999999,73.37686831,blackgram,40.49284618926953,Urea
58,79,17,27.24766491,66.10123083,7.04174124,62.31842057,blackgram,44.1958737805392,MOP
27,62,24,28.63005477,66.770943,7.353876754,62.2737345,blackgram,35.10021863311426,Urea
27,60,17,26.41768321,63.64698302,7.026795358999999,64.42177127,blackgram,40.75825723068628,Urea
52,65,20,32.81705216,66.15665137,6.814301033,68.83924882,blackgram,45.2293207786112,MOP
44,55,25,29.6321052,65.91359954,7.42160832,71.16331975,blackgram,41.150823852136405,Urea
21,62,24,33.49077065,62.73317204,6.8473828910000005,65.45328463,blackgram,37.18755243359133,Urea
60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,blackgram,50.69598441076816,MOP
33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,blackgram,39.2283533311608,Urea
59,58,17,28.546224,66.31394098,7.368318809,62.83469851,blackgram,43.92876741601797,MOP
29,63,17,30.02629908,67.88811637,7.26154329,66.47264636,blackgram,38.71045678134466,Urea
